property_id,download_date,council_name,purchase_price,address,post_code,property_type,strata_lot_number,property_name,area,area_type,contract_date,settlement_date,zoning,nature_of_property,primary_purpose,legal_description
3296947,2024-02-26,DUBBO REGIONAL,775000,"102 ROMA RD, NORTH YEOVAL",2868,house,,DUDLEY VALE,82.87,H,2024-02-12,2024-02-20,RU1,R,RESIDENCE,843/1104515
3325560,2024-02-26,DUBBO REGIONAL,1330000,"3 LAGO CT, DUBBO",2830,house,,,875.7,M,2023-11-30,2024-02-21,R2,R,RESIDENCE,18/1110685
4456541,2024-02-26,DUBBO REGIONAL,320000,"80 LINCOLN PKWY, DUBBO",2830,house,,,802.0,M,2024-02-07,2024-02-16,R2,V,VACANT LAND,2311/1276091
4496451,2024-02-26,DUBBO REGIONAL,625000,"3 R PEACHVILLE RD, DUBBO",2830,house,,,8.043,H,2024-01-08,2024-02-19,R5,V,VACANT LAND,31/1292428
3894759,2024-02-26,DUBBO REGIONAL,600000,"3 B TERRAZZO CT, DUBBO",2830,house,,,625.5,M,2024-01-22,2024-02-20,R2,R,RESIDENCE,211/1214858
2848720,2024-02-26,GOULBURN MULWAREE,2400000,"40 BANGALORE PL, TIRRANNAVILLE",2580,house,,,50.94,H,2023-12-19,2024-02-19,RU1,R,RESIDENCE,3/1031808
434657,2024-02-26,GOULBURN MULWAREE,585000,"52 GUNDARY ST, GOULBURN",2580,house,,,604.2,M,2024-02-02,2024-02-21,R2,R,RESIDENCE,178/250803
433089,2024-02-26,GOULBURN MULWAREE,480000,"4 ELM ST, GOULBURN",2580,house,,,626.0,M,2024-01-29,2024-02-16,R1,R,RESIDENCE,9/223245
435024,2024-02-26,GOULBURN MULWAREE,621000,"149 KINGHORNE ST, GOULBURN",2580,house,,,923.2,M,2024-01-19,2024-02-20,R1,R,RESIDENCE,1/206291
436157,2024-02-26,GOULBURN MULWAREE,531000,"107 MUNDY ST, GOULBURN",2580,house,,,404.8,M,2024-01-19,2024-02-19,R1,R,RESIDENCE,1/779100
436948,2024-02-26,GOULBURN MULWAREE,685000,"58 PROGRESS ST, GOULBURN",2580,house,,,824.8,M,2024-01-30,2024-02-20,R2,R,RESIDENCE,60/739090
4106603,2024-02-26,GOULBURN MULWAREE,1200000,"4 WATERLILY FAWY, GOULBURN",2580,house,,,2000.0,M,2023-12-20,2024-02-19,R5,R,RESIDENCE,303/1237130
4019962,2024-02-26,GOULBURN MULWAREE,780000,"8 STONE PL, GOULBURN",2580,house,,,764.0,M,2023-12-21,2024-02-19,R1,R,RESIDENCE,4/1229365
2861306,2024-02-26,GOULBURN MULWAREE,450000,"276 FERNLEIGH CL, WINDELLAMA",2580,house,,,10.0,H,2024-01-25,2024-02-22,RU2,V,VACANT LAND,17/1034131
3351367,2024-02-26,GOULBURN MULWAREE,825000,"4 DEWHIRST ST, GOULBURN",2580,house,,,848.0,M,2024-01-18,2024-02-16,R2,R,RESIDENCE,2/1120029
4497852,2024-02-26,GOULBURN MULWAREE,580000,"23 B MATCHLESS AVE, GOULBURN",2580,house,2.0,,347.0,M,2024-01-24,2024-02-21,,R,RESIDENCE,2/SP105643
4339778,2024-02-26,GOULBURN MULWAREE,900000,"4 ROSARII PL, GOULBURN",2580,house,,,829.8,M,2024-01-22,2024-02-19,R2,R,RESIDENCE,605/1247653
4336829,2024-02-26,GOULBURN MULWAREE,775000,"11 MADELEINE DR, GOULBURN",2580,house,,,701.4,M,2024-01-08,2024-02-19,R2,R,RESIDENCE,505/1247652
809747,2024-02-26,CITY OF PARRAMATTA,488000,"1/35 BOWDEN ST, HARRIS PARK",2150,unit,1.0,,,,2024-01-16,2024-02-16,,R,RESIDENCE,1/SP17129
812541,2024-02-26,CITY OF PARRAMATTA,502000,"14/1 CALDER RD, RYDALMERE",2116,unit,14.0,,,,2023-12-16,2024-02-16,,R,RESIDENCE,14/SP21184
815176,2024-02-26,CITY OF PARRAMATTA,1528000,"37 CHUDLEIGH ST, RYDALMERE",2116,house,,,682.9,M,2024-01-19,2024-02-22,R2,R,RESIDENCE,3/29885
823316,2024-02-26,CITY OF PARRAMATTA,785000,"9/9 GARDEN ST, TELOPEA",2117,unit,9.0,,,,2023-11-24,2024-02-19,,R,RESIDENCE,9/SP58958
826484,2024-02-26,CITY OF PARRAMATTA,1250000,"3 HAROLD ST, PARRAMATTA",2150,house,,,309.6,M,2023-11-22,2024-02-20,R2,R,RESIDENCE,B/312015
813176,2024-02-26,CITY OF PARRAMATTA,438000,"9 M/15 CAMPBELL ST, PARRAMATTA",2150,unit,108.0,,,,2024-01-11,2024-02-22,,R,RESIDENCE,108/SP9260
816008,2024-02-26,CITY OF PARRAMATTA,2285000,"11 CLEAL ST, ERMINGTON",2115,house,,,1252.0,M,2024-01-20,2024-02-19,R2,R,RESIDENCE,19/36449
805444,2024-02-26,CITY OF PARRAMATTA,1630000,"21 APPLE ST, CONSTITUTION HILL",2145,house,,,841.0,M,2023-12-01,2024-02-19,R2,R,RESIDENCE,151/207011
852702,2024-02-26,CITY OF PARRAMATTA,1070000,"545 VICTORIA RD, ERMINGTON",2115,house,,,436.2,M,2023-02-23,2024-02-19,R2,R,RESIDENCE,"3, 4/128421"
834130,2024-02-26,CITY OF PARRAMATTA,1665000,"90 MACARTHUR ST, NORTH PARRAMATTA",2151,house,,,512.2,M,2023-12-16,2024-02-21,R3,R,RESIDENCE,2/201978
842548,2024-02-26,CITY OF PARRAMATTA,1540000,"44 PETER PDE, OLD TOONGABBIE",2146,house,,,790.4,M,2023-12-20,2024-02-20,R2,R,RESIDENCE,110/225066
2434923,2024-02-26,CITY OF PARRAMATTA,515000,"9/75 BOUNDARY ST, GRANVILLE",2142,unit,9.0,,,,2024-01-15,2024-02-19,,R,RESIDENCE,9/SP49011
2460494,2024-02-26,CITY OF PARRAMATTA,411000,"1/2 TIARA PL, GRANVILLE",2142,unit,1.0,,,,2023-11-26,2024-02-16,,R,RESIDENCE,1/SP43627
621295,2024-02-26,CITY OF PARRAMATTA,670000,"3/227 WINDSOR RD, NORTHMEAD",2152,unit,6.0,,,,2024-01-22,2024-02-19,,R,RESIDENCE,6/SP66335
4154284,2024-02-26,CITY OF PARRAMATTA,652000,"113/2 HAZLEWOOD PL, EPPING",2121,unit,51.0,,,,2024-01-06,2024-02-19,,R,RESIDENCE,51/SP98272
4232354,2024-02-26,CITY OF PARRAMATTA,770000,"305/3 HAZLEWOOD PL, EPPING",2121,unit,29.0,,113.0,M,2024-01-12,2024-02-16,,R,RESIDENCE,29/SP99925
4147855,2024-02-26,CITY OF PARRAMATTA,805000,"110/28 B CARLINGFORD RD, EPPING",2121,unit,48.0,,,,2024-01-22,2024-02-20,,R,RESIDENCE,48/SP92890
4216261,2024-02-26,CITY OF PARRAMATTA,603700,"806/12 EAST ST, GRANVILLE",2142,unit,98.0,,,,2024-02-05,2024-02-22,,R,RESIDENCE,98/SP99516
4154701,2024-02-26,CITY OF PARRAMATTA,630000,"12/4 BURBANG CRES, RYDALMERE",2116,unit,12.0,,,,2024-01-18,2024-02-22,,R,RESIDENCE,12/SP93712
835061,2024-02-26,CITY OF PARRAMATTA,1775000,"12 MANSON ST, TELOPEA",2117,house,,,695.6,M,2023-11-03,2024-02-19,R4,R,RESIDENCE,158/36691
835062,2024-02-26,CITY OF PARRAMATTA,1775000,"10 MANSON ST, TELOPEA",2117,house,,,708.2,M,2023-11-03,2024-02-19,R4,R,RESIDENCE,159/36691
835063,2024-02-26,CITY OF PARRAMATTA,1775000,"8 MANSON ST, TELOPEA",2117,house,,,682.9,M,2023-11-03,2024-02-19,R4,R,RESIDENCE,160/36691
843385,2024-02-26,CITY OF PARRAMATTA,1450000,"58 PEACHTREE AVE, CONSTITUTION HILL",2145,house,,,626.0,M,2023-11-18,2024-02-19,R2,R,RESIDENCE,34/216006
846113,2024-02-26,CITY OF PARRAMATTA,2222500,"30 ROCK FARM AVE, TELOPEA",2117,house,,,967.5,M,2023-10-21,2024-02-21,R2,R,RESIDENCE,55/225001
840793,2024-02-26,CITY OF PARRAMATTA,830000,"7/1 PARK AVE, WESTMEAD",2145,unit,7.0,,,,2023-12-15,2024-02-20,,R,RESIDENCE,7/SP54991
832865,2024-02-26,CITY OF PARRAMATTA,1820000,"39 LEAMINGTON RD, TELOPEA",2117,house,,,948.5,M,2023-12-06,2024-02-22,R2,R,RESIDENCE,57/225001
838490,2024-02-26,CITY OF PARRAMATTA,1630000,"8 NARRUN CRES, TELOPEA",2117,house,,,929.5,M,2023-11-17,2024-02-15,R2,R,RESIDENCE,6/210537
853864,2024-02-26,CITY OF PARRAMATTA,1665000,"3 WELLER PL, RYDALMERE",2116,house,,,783.6,M,2023-11-27,2024-02-16,R2,R,RESIDENCE,11/259664
854076,2024-02-26,CITY OF PARRAMATTA,850000,"213 WENTWORTH AVE, PENDLE HILL",2145,house,,,522.3,M,2024-02-01,2024-02-20,R2,R,RESIDENCE,7/14077
855058,2024-02-26,CITY OF PARRAMATTA,525000,"28/13 GREAT WESTERN HWY, PARRAMATTA",2150,unit,28.0,,,,2023-11-24,2024-02-22,,R,RESIDENCE,28/SP50884
857731,2024-02-26,CITY OF PARRAMATTA,2375000,"35 YORK ST, OATLANDS",2117,house,,,1031.0,M,2024-01-23,2024-02-16,R2,R,RESIDENCE,9/216831
855268,2024-02-26,CITY OF PARRAMATTA,612000,"1/82 A WESTON ST, HARRIS PARK",2150,unit,1.0,,,,2023-11-18,2024-02-16,,R,RESIDENCE,1/SP38305
3515605,2024-02-26,CITY OF PARRAMATTA,750000,"18/5 BETTS ST, PARRAMATTA",2150,unit,18.0,,,,2023-12-21,2024-02-16,,R,RESIDENCE,18/SP83710
3570617,2024-02-26,CITY OF PARRAMATTA,2180000,"83 BIRCHGROVE CRES, EASTWOOD",2122,house,,,280.8,M,2024-02-03,2024-02-20,R2,R,RESIDENCE,10/286331
4055531,2024-02-26,CITY OF PARRAMATTA,820000,"104/2 AMOS ST BLOCK A, PARRAMATTA",2150,unit,16.0,,156.0,M,2024-01-02,2024-02-16,,R,RESIDENCE,16/SP90637
4059318,2024-02-26,CITY OF PARRAMATTA,755000,"409/46 SAVONA DR, WENTWORTH POINT",2127,unit,21.0,,107.0,M,2024-01-08,2024-02-19,,R,RESIDENCE,21/SP96216
4063750,2024-02-26,CITY OF PARRAMATTA,800000,"101 B/11 CLIFF RD, EPPING",2121,unit,58.0,,,,2024-01-07,2024-02-19,,R,RESIDENCE,58/SP93209
4049003,2024-02-26,CITY OF PARRAMATTA,722000,"1612/18 FOOTBRIDGE BVD, WENTWORTH POINT",2127,unit,184.0,,,,2024-01-08,2024-02-19,,R,RESIDENCE,184/SP95906
3994083,2024-02-26,CITY OF PARRAMATTA,800000,"122/2 BETTY CUTHBERT AVE BUILDING A, SYDNEY OLYMPIC PARK",2127,unit,288.0,,,,2024-01-09,2024-02-20,,R,RESIDENCE,288/SP94839
4051030,2024-02-26,CITY OF PARRAMATTA,418000,"201/2 JAMES ST, CARLINGFORD",2118,unit,141.0,,87.0,M,2023-12-19,2024-02-19,,3,SHOP,141/SP95957
4510524,2024-02-26,CITY OF PARRAMATTA,1220000,"40/17 MOSELEY ST, CARLINGFORD",2118,unit,40.0,,169.0,M,2024-01-08,2024-02-19,,R,RESIDENCE,40/SP107066
4498625,2024-02-26,CITY OF PARRAMATTA,1179000,"4638/180 GEORGE ST, PARRAMATTA",2150,unit,80.0,,127.0,M,2023-04-11,2023-12-18,,R,RESIDENCE,80/SP107109
4520967,2024-02-26,CITY OF PARRAMATTA,1365000,"7/178 PENNANT ST, NORTH PARRAMATTA",2151,unit,7.0,,226.0,M,2024-02-01,2024-02-22,,R,RESIDENCE,7/SP107287
4513607,2024-02-26,CITY OF PARRAMATTA,1705000,"137 CAROLINE CHISHOLM DR, WINSTON HILLS",2153,house,,,386.5,M,2023-12-09,2024-02-20,R2,R,RESIDENCE,2/1266605
4526750,2024-02-26,CITY OF PARRAMATTA,1200500,"19 BIRTLES AVE, PENDLE HILL",2145,house,,,307.7,M,2022-02-12,2024-02-22,R2,R,RESIDENCE,1/1281385
576678,2024-02-26,CITY OF PARRAMATTA,2038800,"43 BALAKA DR, CARLINGFORD",2118,house,,,697.0,M,2024-02-09,2024-02-21,R2,R,RESIDENCE,257/260474
581497,2024-02-26,CITY OF PARRAMATTA,1860000,"42 CAMELOT CT, CARLINGFORD",2118,house,,,822.0,M,2023-09-21,2024-02-20,R2,R,RESIDENCE,29/237177
609353,2024-02-26,CITY OF PARRAMATTA,1970000,"18 PEMBURY AVE, NORTH ROCKS",2151,house,,,695.6,M,2023-12-08,2024-02-20,R2,R,RESIDENCE,9/227603
610883,2024-02-26,CITY OF PARRAMATTA,2280000,"18 POST OFFICE ST, CARLINGFORD",2118,house,,,752.5,M,2023-12-16,2024-02-19,R4,R,RESIDENCE,17/21386
3147637,2024-02-26,CITY OF PARRAMATTA,500000,"703/354 CHURCH ST, PARRAMATTA",2150,unit,73.0,,,,2023-12-23,2024-02-16,,R,RESIDENCE,73/SP73903
3180026,2024-02-26,CITY OF PARRAMATTA,1050000,"5/37 MARSHALL RD, TELOPEA",2117,unit,5.0,,,,2023-11-25,2024-02-21,,R,RESIDENCE,5/SP74362
3170344,2024-02-26,CITY OF PARRAMATTA,472000,"13/20 REID AVE, WESTMEAD",2145,unit,13.0,,,,2024-01-13,2024-02-21,,R,RESIDENCE,13/SP74791
3225460,2024-02-26,CITY OF PARRAMATTA,1090000,"56/8 BOUNDARY RD, CARLINGFORD",2118,unit,56.0,,361.0,M,2023-12-21,2024-02-07,,R,RESIDENCE,56/SP86827
3739250,2024-02-26,CITY OF PARRAMATTA,1652000,"27 MOBBS LANE, CARLINGFORD",2118,house,,,441.7,M,2023-12-23,2024-02-16,R2,R,RESIDENCE,1/1179377
3680004,2024-02-26,CITY OF PARRAMATTA,1410000,"46 A GORE ST, PARRAMATTA",2150,house,,,300.7,M,2023-12-20,2024-02-16,R2,R,RESIDENCE,671/1161134
3744409,2024-02-26,CITY OF PARRAMATTA,627000,"33/21 SORRELL ST, PARRAMATTA",2150,unit,33.0,,,,2024-01-10,2024-02-21,,R,RESIDENCE,33/SP89116
3717103,2024-02-26,CITY OF PARRAMATTA,568000,"50/1 DONALD ST, CARLINGFORD",2118,unit,50.0,,,,2024-01-17,2024-02-20,,R,RESIDENCE,50/SP88642
3720605,2024-02-26,CITY OF PARRAMATTA,700000,"21/47 LYDBROOK ST, WESTMEAD",2145,unit,21.0,,,,2024-01-19,2024-02-19,,R,RESIDENCE,21/SP88561
3732832,2024-02-26,CITY OF PARRAMATTA,695000,"313/19 BAYWATER DR, WENTWORTH POINT",2127,unit,91.0,,107.0,M,2024-01-19,2024-02-15,,R,RESIDENCE,91/SP88730
4407175,2024-02-26,CITY OF PARRAMATTA,1135000,"211/1 B LEMON TREE AVE, MELROSE PARK",2114,unit,72.0,,174.0,M,2024-01-23,2024-02-20,,R,RESIDENCE,72/SP103360
4483052,2024-02-26,CITY OF PARRAMATTA,797000,"510/3 BUNDIL BVD, MELROSE PARK",2114,unit,132.0,,104.0,M,2024-01-20,2024-02-16,,R,RESIDENCE,132/SP103435
4300881,2024-02-26,CITY OF PARRAMATTA,720000,"17/178 GEORGE ST, PARRAMATTA",2150,unit,139.0,,138.0,M,2019-12-23,2024-02-16,,R,RESIDENCE,139/SP106426
3790377,2024-02-26,CITY OF PARRAMATTA,630000,"303/1 FOOTBRIDGE BVD, WENTWORTH POINT",2127,unit,219.0,,96.0,M,2024-01-31,2024-02-21,,R,RESIDENCE,219/SP90076
3765970,2024-02-26,CITY OF PARRAMATTA,600000,"403/36 COWPER ST, PARRAMATTA",2150,unit,48.0,,110.0,M,2024-02-03,2024-02-22,,R,RESIDENCE,48/SP84965
3806296,2024-02-26,CITY OF PARRAMATTA,795000,"515/20 EPPING PARK DR, EPPING",2121,unit,107.0,,121.0,M,2024-01-25,2024-02-22,,R,RESIDENCE,107/SP90417
3848561,2024-02-26,CITY OF PARRAMATTA,570550,"20/12 HOPE ST, ROSEHILL",2142,unit,20.0,,163.0,M,2024-01-18,2024-02-19,,R,RESIDENCE,20/SP89344
3976048,2024-02-26,CITY OF PARRAMATTA,820000,"2007/13 VERONA DR, WENTWORTH POINT",2127,unit,272.0,,106.0,M,2024-01-23,2024-02-16,,R,RESIDENCE,272/SP94411
3979575,2024-02-26,CITY OF PARRAMATTA,1265000,"2212/2 WATERWAYS ST, WENTWORTH POINT",2127,unit,385.0,ZEN,166.0,M,2024-02-19,2024-02-19,,R,RESIDENCE,385/SP94476
3950554,2024-02-26,CITY OF PARRAMATTA,625000,"66/294 PENNANT HILLS RD, CARLINGFORD",2118,unit,66.0,,118.0,M,2024-01-17,2024-02-19,,R,RESIDENCE,66/SP88402
3889694,2024-02-26,CITY OF PARRAMATTA,548800,"21/44 KEELER ST, CARLINGFORD",2118,unit,21.0,,94.0,M,2024-01-06,2024-02-19,,R,RESIDENCE,21/SP88647
4262042,2024-02-26,CITY OF PARRAMATTA,1470000,"36 BEAMISH RD, NORTHMEAD",2152,house,,,357.4,M,2024-01-08,2024-02-19,R2,R,RESIDENCE,1/1245697
4336967,2024-02-26,CITY OF PARRAMATTA,1000000,"706/2 HONEYEATER ST, LIDCOMBE",2141,unit,65.0,,140.0,M,2024-01-08,2024-02-20,,R,RESIDENCE,65/SP101329
4280540,2024-02-26,CITY OF PARRAMATTA,500000,"535/3 MAPLE TREE RD, WESTMEAD",2145,unit,51.0,,80.0,M,2024-01-20,2024-02-19,,R,RESIDENCE,51/SP100617
3474431,2024-02-26,CESSNOCK,417000,"12/195 ABERDARE ST, KURRI KURRI",2327,unit,12.0,,,,2024-01-25,2024-02-22,,R,RESIDENCE,12/SP82715
4146402,2024-02-26,CESSNOCK,720000,"7 GULLANE CL, HEDDON GRETA",2321,house,,,539.1,M,2024-01-18,2024-02-22,R2,R,RESIDENCE,401/1242225
6546,2024-02-26,CESSNOCK,490000,"17 EDITH ST, CESSNOCK",2325,house,,,809.43,M,2024-01-25,2024-02-22,R3,R,RESIDENCE,4/C/5015
6906,2024-02-26,CESSNOCK,350000,"5/9 HICKEY ST, CESSNOCK",2325,unit,5.0,,,,2024-01-15,2024-02-19,,R,RESIDENCE,5/SP36034
5565,2024-02-26,CESSNOCK,470000,"3 BENT ST, CESSNOCK",2325,house,,,613.11,M,2024-01-11,2024-02-22,R3,R,RESIDENCE,16/3/11969
8006,2024-02-26,CESSNOCK,770000,"27 MILLS CRES, CESSNOCK",2325,house,,,1479.7,M,2023-12-22,2024-02-20,R2,R,RESIDENCE,"145, 146/12878"
5861,2024-02-26,CESSNOCK,260000,"12 CASSON AVE, CESSNOCK",2325,house,,,595.7,M,2024-01-22,2024-02-19,R2,V,VACANT LAND,121/700484
1711,2024-02-26,CESSNOCK,665000,"17 REGENT ST, CESSNOCK",2325,house,,,758.8,M,2024-01-19,2024-02-16,R3,R,RESIDENCE,32/B/4528
6142,2024-02-26,CESSNOCK,500000,"24 COMFORT AVE, CESSNOCK",2325,house,,,613.26,M,2024-01-19,2024-02-16,R3,R,RESIDENCE,A/318029
8361,2024-02-26,CESSNOCK,407000,"7/28 SERGEANT ST, CESSNOCK",2325,unit,7.0,,,,2024-01-23,2024-02-20,,R,RESIDENCE,7/SP40744
17090,2024-02-26,CESSNOCK,2300000,"441 WALLABY GULLY RD, ELLALONG",2325,house,,,16.19,H,2024-01-25,2024-02-14,RU2,R,RESIDENCE,90/755225
14446,2024-02-26,CESSNOCK,685000,"32 NEATH ST, PELAW MAIN",2327,house,,,1012.0,M,2024-01-19,2024-02-16,R2,R,RESIDENCE,5/11/758834
17173,2024-02-26,CESSNOCK,870000,"12 GLENNIE ST, ELLALONG",2325,house,,,3016.0,M,2024-01-24,2024-02-22,RU2,R,RESIDENCE,235/755225
12202,2024-02-26,CESSNOCK,457500,"324 LANG ST, KURRI KURRI",2327,house,,,455.3,M,2023-12-21,2024-02-19,R3,R,RESIDENCE,A/392934
10258,2024-02-26,CESSNOCK,407250,"1 USHER ST, GRETA",2334,house,,,1012.0,M,2024-01-25,2024-02-22,R5,R,RESIDENCE,43/C/976366
10356,2024-02-26,CESSNOCK,650000,"53 ALLANDALE ST, KEARSLEY",2325,house,,,1012.0,M,2023-11-16,2024-02-21,R2,R,RESIDENCE,7/8/758555
19806,2024-02-26,CESSNOCK,2680000,"42 PYNE WAY, MOUNT VIEW",2325,house,,,14.18,H,2024-01-16,2024-02-20,RU2,R,RESIDENCE,1911/810739
2999788,2024-02-26,CESSNOCK,765000,"65 BOWDEN ST, HEDDON GRETA",2321,house,,,800.0,M,2024-01-19,2024-02-19,R2,R,RESIDENCE,35/1053521
3539890,2024-02-26,CESSNOCK,480000,"29/270 WOLLOMBI RD, BELLBIRD HEIGHTS",2325,unit,29.0,,,,2024-01-24,2024-02-21,,R,RESIDENCE,29/SP84336
4527796,2024-02-26,CESSNOCK,585000,"5 ELLIOTT ST, KURRI KURRI",2327,house,,,409.3,M,2024-01-18,2024-02-22,R2,R,RESIDENCE,2/1302037
4480197,2024-02-26,CESSNOCK,350000,"2 JENNINGS LANE, NORTH ROTHBURY",2335,house,,,519.7,M,2024-01-21,2024-02-19,R1,V,VACANT LAND,3205/1272003
4473123,2024-02-26,CESSNOCK,945000,"67 CROSSING ST, BELLBIRD",2325,house,,,494.2,M,2022-06-30,2024-02-19,R2,R,RESIDENCE,222/1273820
4473126,2024-02-26,CESSNOCK,955000,"61 CROSSING ST, BELLBIRD",2325,house,,,535.5,M,2022-06-30,2024-02-19,R2,R,RESIDENCE,225/1273820
4447085,2024-02-26,CESSNOCK,830000,"67 LAKESIDE CCT, CESSNOCK",2325,house,,,450.0,M,2024-01-25,2024-02-22,R2,R,RESIDENCE,77/1278492
3887467,2024-02-26,CESSNOCK,675000,"18 ASHLEIGH ST, HEDDON GRETA",2321,house,1.0,,439.0,M,2023-12-21,2024-02-22,,R,RESIDENCE,1/SP92536
4528187,2024-02-26,EUROBODALLA,880000," RIVER ST, MORUYA",2537,house,,,557.7,M,2023-04-17,2024-02-16,R2,R,RESIDENCE,2/1301283
4526088,2024-02-26,EUROBODALLA,1030000,"87 YARRAGEE RD, MORUYA",2537,house,,,4047.0,M,2023-11-30,2024-02-16,RU4,R,RESIDENCE,1/541307
1001262,2024-02-26,EUROBODALLA,580000,"9/3 DRINNAN CL, SURF BEACH",2536,unit,9.0,,,,2024-01-23,2024-02-19,,R,RESIDENCE,9/SP33657
999952,2024-02-26,EUROBODALLA,825000,"288 BEACH RD, BATEHAVEN",2536,house,,,755.0,M,2024-01-19,2024-02-16,R2,R,RESIDENCE,1/126101
1004973,2024-02-26,EUROBODALLA,700000,"8 PENGUIN PL, CATALINA",2536,house,,,749.8,M,2022-12-21,2024-02-16,R2,R,RESIDENCE,651/249461
1021214,2024-02-26,EUROBODALLA,749000,"20 SUNSET BVD, KIANGA",2546,house,,,581.7,M,2024-01-29,2024-02-16,R2,R,RESIDENCE,389/31234
1021344,2024-02-26,EUROBODALLA,980000,"5 WOODBURY RD, NORTH NAROOMA",2546,house,,,1050.0,M,2023-11-17,2024-02-19,R2,R,RESIDENCE,1/206289
1003405,2024-02-26,EUROBODALLA,790000,"41 SUNSHINE BAY RD, SUNSHINE BAY",2536,house,,,701.1,M,2024-02-07,2024-02-16,R2,R,RESIDENCE,178/815151
1009163,2024-02-26,EUROBODALLA,610000,"15 BORANG ST, POTATO POINT",2545,house,,,607.0,M,2023-11-24,2024-02-21,C4,V,VACANT LAND,81/217622
1020514,2024-02-26,EUROBODALLA,699000,"29 TATIARA ST, DALMENY",2546,house,,,556.4,M,2024-02-07,2024-02-19,R2,R,RESIDENCE,206/203033
1015356,2024-02-26,EUROBODALLA,580000,"163 VULCAN ST, MORUYA",2537,house,,,723.0,M,2024-01-08,2024-02-20,R2,R,RESIDENCE,96/713637
1018009,2024-02-26,EUROBODALLA,790000,"18 RILEY ST, NAROOMA",2546,house,,,1037.0,M,2024-01-16,2024-02-22,R2,R,RESIDENCE,695/752155
1018276,2024-02-26,EUROBODALLA,933000,"22 TURNER DR, AKOLELE",2546,house,,,996.0,M,2023-12-08,2024-02-16,R2,R,RESIDENCE,102/624281
4476692,2024-02-26,EUROBODALLA,380000,"19 SALTWOOD DR, ROSEDALE",2536,house,,,670.3,M,2021-10-11,2024-02-16,R2,V,VACANT LAND,40/1291391
3877603,2024-02-26,EUROBODALLA,950000,"9 DR KING CL, MORUYA",2537,house,,,834.1,M,2024-01-22,2024-02-20,R2,R,RESIDENCE,3/1212271
3889781,2024-02-26,EUROBODALLA,680000,"8 A ELANDRA PL, MALUA BAY",2536,house,1.0,,,,2024-01-15,2024-02-19,,R,RESIDENCE,1/SP92347
478290,2024-02-26,WEDDIN,2170875,"570 MORANGARELL RD, QUANDIALLA",2721,house,,,125.5,H,2023-10-27,2024-02-07,RU1,3,FARM,PT 132/750614
478481,2024-02-26,WEDDIN,2128588,"71 HAMPTONS LANE, GRENFELL",2810,house,,LYNELLE PARK,132.5,H,2024-01-24,2024-02-21,RU1,3,FARM,A/393998
479571,2024-02-26,WEDDIN,280000,"41 SOUTH ST, GRENFELL",2810,house,,,543.8,M,2024-02-09,2024-02-16,R1,R,RESIDENCE,3/A/6820
2635139,2024-02-26,BOURKE,105000,"8 DARLING ST, BOURKE",2840,house,,,1012.0,M,2024-01-24,2024-02-21,R1,R,RESIDENCE,1/199386
2635334,2024-02-26,BOURKE,120000,"80 HOPE ST, BOURKE",2840,house,,,651.3,M,2024-02-12,2024-02-21,R1,R,RESIDENCE,3/25525
3115267,2024-02-26,BOURKE,300000,"6 HIGH ST, BOURKE",2840,house,,,2023.0,M,2024-01-02,2024-02-19,RU1,R,RESIDENCE,4/3/1431
2467392,2024-02-26,LITHGOW,775000,"41 ORDNANCE AVE, LITHGOW",2790,house,,,696.77,M,2024-01-19,2024-02-16,R1,R,RESIDENCE,598/5255
2470175,2024-02-26,LITHGOW,400000,"35 PURCELL ST, PORTLAND",2847,house,,,1720.0,M,2024-02-07,2024-02-16,R2,R,RESIDENCE,"18, 19/15/758855"
2467761,2024-02-26,LITHGOW,397500,"8 READ AVE, LITHGOW",2790,house,,,278.2,M,2024-01-16,2024-02-19,R1,R,RESIDENCE,6/7453
2466343,2024-02-26,LITHGOW,240000,"78 LAURENCE ST, LITHGOW",2790,house,,,306.55,M,2024-02-09,2024-02-16,R1,R,RESIDENCE,463/5255
4185147,2024-02-26,LITHGOW,736468,"5 CURA CL, LITHGOW",2790,house,,,779.3,M,2024-02-01,2024-02-15,R1,R,RESIDENCE,5/1250061
4185150,2024-02-26,LITHGOW,746468,"4 CURA CL, LITHGOW",2790,house,,,991.1,M,2024-02-01,2024-02-15,R1,R,RESIDENCE,8/1250061
4458779,2024-02-26,LITHGOW,470000,"11/1 A HIGH ST, LITHGOW",2790,unit,11.0,,118.0,M,2024-01-24,2024-02-21,,R,RESIDENCE,11/SP105660
4474266,2024-02-26,LITHGOW,2790872,"1 CURA CL, LITHGOW",2790,house,,,2446.0,M,2024-02-01,2024-02-15,R1,R,RESIDENCE,234/1283672
3866868,2024-02-26,LITHGOW,390400,"10 BRUWALIN PL, HARTLEY",2790,house,,,2.0,H,2024-01-25,2024-02-22,R5,V,VACANT LAND,11/1207984
1849807,2024-02-26,GUNNEDAH,390000,"107 EDWARD ST, GUNNEDAH",2380,house,,,1055.0,M,2024-01-30,2024-02-16,R2,R,RESIDENCE,C/371757
1850745,2024-02-26,GUNNEDAH,410000,"6 KILCOY ST, GUNNEDAH",2380,house,,,1195.0,M,2024-01-18,2024-02-16,R2,R,RESIDENCE,S/6036
1848706,2024-02-26,GUNNEDAH,235000,"8/2 ANZAC PDE, GUNNEDAH",2380,unit,8.0,,,,2024-01-18,2024-02-16,,R,RESIDENCE,8/SP16338
